CO,2023,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,1.- PROGRAMAS CON RECURSOS CONCURRENTES POR ORDENN DE GOBIERNO.pdf
CO,2024,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,10.- PROGRAMAS Y PROYECTOS DE INVERSION.pdf
CO,2025,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,11.- Relacion de cuentas bancarias productivas.pdf
CO,2026,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,12.- Indicador de Postura Fiscal.pdf
CO,2027,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,2. Aplicaci¢n de recursos del FORTAMUN.pdf
CO,2028,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,3.- Seguimiento de Recursos Federales Destino del Gasto FAIS.pdf
CO,2029,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,4. Ejercicio y destino de gasto federalizado y reintegros.pdf
CO,2030,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,5. Recursos Asignados a los Programas de Seguridad Publica.pdf
CO,2031,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,6.- OBLIGACIONS PAGADAS O GARANTIZADAS.pdf
CO,2032,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,7. Montos pagados por ayudas y subsidios.pdf
CO,2033,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,8.- Resultados de las evaluaciones de los recursos federales.pdf
CO,2034,´06,3T,´01,TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA,C:\xampp\htdocs\Transparencia\,CONAC\2023\3T\TRANSPARENCIAYDIFUSIONDELAINFORMACIONFINANCIERA\,9.- Informe sobre Pasivos Contingentes.pdf
